task,method,classifier,repeat,seed,primary_name,primary,accuracy,balanced_accuracy,precision,recall,auc
attention_state,asr,vit,7,28155425,accuracy,0.7620772946859904,0.7620772946859904,0.7620772946859903,0.7604977607672175,0.7620772946859903,0.9148282704963943
attention_state,asr,vit,8,149869551,accuracy,0.7657004830917874,0.7657004830917874,0.7657004830917874,0.7680103132567009,0.7657004830917874,0.9150563607085346
attention_state,asr,vit,9,2044435244,accuracy,0.7572463768115942,0.7572463768115942,0.7572463768115942,0.7554651288952563,0.7572463768115942,0.9164150563607086
attention_state,asr,vit,10,1786428360,accuracy,0.7874396135265701,0.7874396135265701,0.78743961352657,0.7920601734591917,0.78743961352657,0.9219318858083035
attention_state,bandpass,eegnet,1,2013945970,accuracy,0.6539855072463768,0.6539855072463768,0.6539855072463768,0.6508213820213166,0.6539855072463768,0.8319018894840019
attention_state,bandpass,eegnet,2,61155527,accuracy,0.7022946859903382,0.7022946859903382,0.7022946859903382,0.707275423214237,0.7022946859903382,0.8783311016593153
attention_state,bandpass,eegnet,3,1072713694,accuracy,0.6878019323671497,0.6878019323671497,0.6878019323671497,0.6910632712181549,0.6878019323671497,0.8653742648603235
attention_state,bandpass,eegnet,4,2111243235,accuracy,0.7016908212560387,0.7016908212560387,0.7016908212560388,0.7025912382747769,0.7016908212560388,0.8633099663936147
attention_state,bandpass,eegnet,5,1626406676,accuracy,0.7053140096618358,0.7053140096618358,0.7053140096618358,0.7075548724506179,0.7053140096618358,0.8758817300287055
attention_state,bandpass,eegnet,6,126691620,accuracy,0.6594202898550725,0.6594202898550725,0.6594202898550724,0.6614604189688627,0.6594202898550724,0.8378918557025834
attention_state,bandpass,eegnet,7,28155425,accuracy,0.678743961352657,0.678743961352657,0.678743961352657,0.6887909940297252,0.678743961352657,0.8461299053070084
attention_state,bandpass,eegnet,8,149869551,accuracy,0.6781400966183575,0.6781400966183575,0.6781400966183574,0.6897307525908499,0.6781400966183574,0.8411305179234055
attention_state,bandpass,eegnet,9,2044435244,accuracy,0.6660628019323671,0.6660628019323671,0.6660628019323672,0.6599314350406632,0.6660628019323672,0.84481824984247
attention_state,bandpass,eegnet,10,1786428360,accuracy,0.6871980676328503,0.6871980676328503,0.6871980676328503,0.6837560690291835,0.6871980676328503,0.8588176284744101
attention_state,bandpass,lightgbm,1,2013945970,accuracy,0.8840579710144928,0.8840579710144928,0.8840579710144927,0.8837216340529993,0.8840579710144927,0.9693511298396696
attention_state,bandpass,lightgbm,2,61155527,accuracy,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.8910026863169686,0.8913043478260869,0.9751939587271582
attention_state,bandpass,lightgbm,3,1072713694,accuracy,0.8798309178743962,0.8798309178743962,0.8798309178743962,0.8797709125832021,0.8798309178743962,0.9731646669117134
attention_state,bandpass,lightgbm,4,2111243235,accuracy,0.8840579710144928,0.8840579710144928,0.8840579710144928,0.8838045288045288,0.8840579710144928,0.9720914942589092
attention_state,bandpass,lightgbm,5,1626406676,accuracy,0.8822463768115942,0.8822463768115942,0.8822463768115941,0.8822208287330708,0.8822463768115941,0.9734851965623468
attention_state,bandpass,lightgbm,6,126691620,accuracy,0.8798309178743962,0.8798309178743962,0.8798309178743962,0.8794370192001528,0.8798309178743962,0.9741043767065743
attention_state,bandpass,lightgbm,7,28155425,accuracy,0.8768115942028986,0.8768115942028986,0.8768115942028984,0.8770433090477875,0.8768115942028984,0.9691153819225654
attention_state,bandpass,lightgbm,8,149869551,accuracy,0.894927536231884,0.894927536231884,0.8949275362318841,0.8957394566409814,0.8949275362318841,0.9767391741930966
attention_state,bandpass,lightgbm,9,2044435244,accuracy,0.8780193236714976,0.8780193236714976,0.8780193236714976,0.8777732107335687,0.8780193236714976,0.9700080515297907
attention_state,bandpass,lightgbm,10,1786428360,accuracy,0.8864734299516909,0.8864734299516909,0.8864734299516909,0.887200991490891,0.8864734299516909,0.9723037220821956
attention_state,bandpass,logistic_regression,1,2013945970,accuracy,0.6455314009661836,0.6455314009661836,0.6455314009661836,0.645100470568297,0.6455314009661836,0.8124775738640341
attention_state,bandpass,logistic_regression,2,61155527,accuracy,0.6268115942028986,0.6268115942028986,0.6268115942028986,0.6263276350065164,0.6268115942028986,0.8042663262269832
attention_state,bandpass,logistic_regression,3,1072713694,accuracy,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.6411391236191447,0.6388888888888888,0.8113393107190366
