task,method,classifier,primary_mean,primary_std,auc_mean,auc_std,accuracy_mean,balanced_accuracy_mean,precision_mean,recall_mean
attention_state,ica,logistic_regression,0.6228260869565216,0.011171334376663938,0.7957774867849892,0.009001317071777528,0.6228260869565216,0.6228260869565218,0.6230453800617555,0.6228260869565218
attention_state,ica,mlp,0.8139492753623188,0.011626395775058146,0.9292577113088987,0.005867017471635248,0.8139492753623188,0.8139492753623188,0.8141663138710795,0.8139492753623188
attention_state,ica,mobilenet,0.7072463768115942,0.02311910942009962,0.8863477068455505,0.009015011861646953,0.7072463768115942,0.7072463768115942,0.7223316898917018,0.7072463768115942
attention_state,ica,random_forest,0.8694444444444445,0.006734107178478586,0.9656950133025275,0.0019775730107085177,0.8694444444444445,0.8694444444444445,0.869923436273754,0.8694444444444445
attention_state,ica,svm,0.6184178743961353,0.01235327785758473,0.7891978225862915,0.010522128981929144,0.6184178743961353,0.6184178743961353,0.6178897975539488,0.6184178743961353
attention_state,ica,vit,0.7779589371980676,0.012533794081291051,0.9228903569803263,0.006788907639459952,0.7779589371980676,0.7779589371980676,0.7812523625483431,0.7779589371980676
attention_state,raw,eegnet,0.7557367149758454,0.02826609483466487,0.9060708644017362,0.01838395995689884,0.7557367149758454,0.7557367149758454,0.7630464224110854,0.7557367149758454
attention_state,raw,lightgbm,0.9088164251207729,0.003885436701001323,0.9818916062801932,0.0011827721789570925,0.9088164251207729,0.9088164251207729,0.9089276325420663,0.9088164251207729
attention_state,raw,logistic_regression,0.6304951690821257,0.013084370726578944,0.8028824148463208,0.009096494282337846,0.6304951690821257,0.6304951690821257,0.6321453019313444,0.6304951690821257
attention_state,raw,mlp,0.8164855072463768,0.0072082835296234625,0.9309151941993979,0.004451732393412026,0.8164855072463768,0.8164855072463768,0.8167681137196288,0.8164855072463768
attention_state,raw,mobilenet,0.6624396135265701,0.03945506334280105,0.8690397073881538,0.02223967720743652,0.6624396135265701,0.6624396135265701,0.72721150159,0.6624396135265701
attention_state,raw,random_forest,0.8721618357487924,0.006520900375479177,0.9663400928989008,0.003101797295946853,0.8721618357487924,0.8721618357487924,0.8729348960284202,0.8721618357487924
attention_state,raw,svm,0.6309178743961352,0.011783256365487832,0.8015686535129174,0.009213407358380759,0.6309178743961352,0.6309178743961352,0.6314665349540076,0.6309178743961352
attention_state,raw,vit,0.7721618357487923,0.01171886608050826,0.9194767162010782,0.007390295080554193,0.7721618357487923,0.7721618357487923,0.7743188677478752,0.7721618357487923
bci_errp,asr,eegnet,0.6232329578075546,0.02327201676477499,0.6655966146063774,0.02366803134929946,0.6355294117647059,0.6232329578075546,0.7975491343035298,0.6526337619245126
bci_errp,asr,lightgbm,0.577881289791187,0.005375799745432073,0.6486056702533342,0.009254201553758055,0.7110588235294117,0.577881289791187,0.7468832371428678,0.8963085856491082
bci_errp,asr,logistic_regression,0.5936173688256428,0.002808102768196419,0.6196731445317825,0.007128480395929229,0.6689705882352941,0.5936173688256428,0.7628131892711522,0.7737868104520945
bci_errp,asr,mlp,0.5809784024099185,0.007052879309544237,0.6521219520071261,0.010134986608737495,0.7197647058823529,0.5809784024099185,0.7477344143210224,0.9128162588137702
bci_errp,asr,mobilenet,0.4998803721903191,0.0027030788745669707,0.49753136848762347,0.012396722394254139,0.6863235294117647,0.4998803721903191,0.7090148186082749,0.9456656988801327
bci_errp,asr,random_forest,0.5600177439180635,0.00399033365030994,0.6407800194507899,0.006373847395625916,0.7031470588235293,0.5600177439180635,0.7376692353045075,0.9022397345499792
bci_errp,asr,svm,0.5922584556207037,0.004708619196683139,0.6187457511682846,0.007185599791657749,0.662264705882353,0.5922584556207037,0.7630383286256283,0.7596433015346329
bci_errp,asr,vit,0.5386914290291506,0.023507362143771502,0.5611099321906379,0.026793254339504715,0.6032941176470589,0.5386914290291506,0.7340016411884928,0.6931563666528412
bci_errp,bandpass,eegnet,0.6504238661778946,0.02117720353766414,0.6999948206715179,0.019289323164799695,0.6629705882352941,0.6504238661778946,0.8151008893511585,0.6804230609705517
bci_errp,bandpass,lightgbm,0.5462895877883597,0.004814466361868937,0.6051027079710075,0.004924553709922968,0.6966176470588235,0.5462895877883597,0.7308602362437138,0.9057237660721691
bci_errp,bandpass,logistic_regression,0.6426490650578176,0.0040039965679028585,0.7000466768631639,0.003905551019390995,0.6972352941176471,0.6426490650578176,0.7943990995016731,0.7731646619659892
bci_errp,bandpass,mlp,0.5797312326927602,0.012618982738999831,0.6488081882876721,0.0198311348176415,0.7114411764705882,0.5797312326927602,0.7480057464489098,0.894649523019494
bci_errp,bandpass,mobilenet,0.5050362154583874,0.007832919005899634,0.5086368762316632,0.02160446588086102,0.6280882352941177,0.5050362154583874,0.6410488104664244,0.7992534218166736
bci_errp,bandpass,random_forest,0.5307893044979637,0.0074316691589778865,0.5922074172177654,0.006499158257719616,0.6811470588235294,0.5307893044979637,0.7236945548357283,0.8902944836167566
bci_errp,bandpass,svm,0.6479920141884243,0.0045172754873744865,0.7038061773662088,0.004107704344399498,0.7032058823529412,0.6479920141884243,0.7971308184959132,0.7800082953131481
bci_errp,bandpass,vit,0.5312767275367072,0.017389587744270463,0.5518254931161063,0.02577983902973301,0.5893529411764706,0.5312767275367072,0.7320245388600387,0.6701368726669432
bci_errp,ic_unet,eegnet,0.5793945553724734,0.011534786923996706,0.6098333011110603,0.02209839037492048,0.6336176470588235,0.5793945553724734,0.7585318729781464,0.7090418913313978
bci_errp,ic_unet,lightgbm,0.5102769410005289,0.006100642355232354,0.5172201139116763,0.005309225216065228,0.6244411764705882,0.5102769410005289,0.7145733445003666,0.7832434674408959
bci_errp,ic_unet,logistic_regression,0.543847104545689,0.005295117891032133,0.564397925081328,0.004642596392325025,0.5712352941176471,0.543847104545689,0.7401116010004313,0.6093322272915802
bci_errp,ic_unet,mlp,0.5192925372796322,0.005699929195413733,0.5297576116208196,0.010027034345877565,0.631264705882353,0.5192925372796322,0.7193920026229058,0.7870178349232684
bci_errp,ic_unet,mobilenet,0.5040388906759087,0.011345597569143608,0.4995915879317872,0.025776840182698938,0.6806764705882353,0.5040388906759087,0.7121390428819485,0.9263790958108669
